0.482353	0.482353	-023.46 nA
0.486275	0.486275	-023.73 nA
0.490196	0.490196	-024.02 nA
0.494118	0.494118	-024.32 nA
0.498039	0.498039	-024.59 nA
0.501961	0.501961	-024.91 nA
0.505882	0.505882	-025.20 nA
0.509804	0.509804	-025.48 nA
0.513726	0.513726	-025.76 nA
0.517647	0.517647	-026.06 nA
0.521569	0.521569	-026.34 nA
0.52549	0.52549	-026.62 nA
0.529412	0.529412	-026.92 nA
0.533333	0.533333	-027.22 nA
0.537255	0.537255	-027.52 nA
0.541176	0.541176	-027.80 nA
0.545098	0.545098	-028.10 nA
0.54902	0.54902	-028.37 nA
0.552941	0.552941	-028.66 nA
0.556863	0.556863	-028.95 nA
0.560784	0.560784	-029.27 nA
0.564706	0.564706	-029.61 nA
0.568627	0.568627	-029.93 nA
0.572549	0.572549	-030.22 nA
0.576471	0.576471	-030.52 nA
0.580392	0.580392	-030.79 nA
0.584314	0.584314	-031.12 nA
0.588235	0.588235	-031.41 nA
0.592157	0.592157	-031.70 nA
0.596078	0.596078	-032.00 nA
0.6	0.6	-032.30 nA
0.603922	0.603922	-032.62 nA
0.607843	0.607843	-032.93 nA
0.611765	0.611765	-033.22 nA
0.615686	0.615686	-033.52 nA
0.619608	0.619608	-033.85 nA
0.623529	0.623529	-034.15 nA
0.627451	0.627451	-034.49 nA
0.631373	0.631373	-034.83 nA
0.635294	0.635294	-035.17 nA
0.639216	0.639216	-035.44 nA
0.643137	0.643137	-035.79 nA
0.647059	0.647059	-036.11 nA
0.65098	0.65098	-036.41 nA
0.654902	0.654902	-036.74 nA
0.658824	0.658824	-037.04 nA
0.662745	0.662745	-037.35 nA
0.666667	0.666667	-037.68 nA
0.670588	0.670588	-038.04 nA
0.67451	0.67451	-038.35 nA
0.678431	0.678431	-038.65 nA
0.682353	0.682353	-038.96 nA
0.686275	0.686275	-039.31 nA
0.690196	0.690196	-039.67 nA
0.694118	0.694118	-040.02 nA
0.698039	0.698039	-040.32 nA
0.701961	0.701961	-040.68 nA
0.705882	0.705882	-041.02 nA
0.709804	0.709804	-041.38 nA
0.713726	0.713726	-041.70 nA
0.717647	0.717647	-042.06 nA
0.721569	0.721569	-042.35 nA
0.72549	0.72549	-042.71 nA
0.729412	0.729412	-043.07 nA
0.733333	0.733333	-043.38 nA
0.737255	0.737255	-043.73 nA
0.741176	0.741176	-044.02 nA
0.745098	0.745098	-044.38 nA
0.74902	0.74902	-044.74 nA
0.752941	0.752941	-045.14 nA
0.756863	0.756863	-045.51 nA
0.760784	0.760784	-045.87 nA
0.764706	0.764706	-046.21 nA
0.768627	0.768627	-046.59 nA
0.772549	0.772549	-046.90 nA
0.776471	0.776471	-047.26 nA
0.780392	0.780392	-047.60 nA
0.784314	0.784314	-047.95 nA
0.788235	0.788235	-048.32 nA
0.792157	0.792157	-048.67 nA
0.796078	0.796078	-049.03 nA
0.8	0.8	-049.38 nA
0.803922	0.803922	-049.69 nA
0.807843	0.807843	-050.10 nA
0.811765	0.811765	-050.46 nA
0.815686	0.815686	-050.88 nA
0.819608	0.819608	-051.24 nA
0.823529	0.823529	-051.59 nA
0.827451	0.827451	-051.96 nA
0.831373	0.831373	-052.33 nA
0.835294	0.835294	-052.66 nA
0.839216	0.839216	-053.04 nA
0.843137	0.843137	-053.41 nA
0.847059	0.847059	-053.82 nA
0.85098	0.85098	-054.20 nA
0.854902	0.854902	-054.55 nA
0.858824	0.858824	-054.95 nA
0.862745	0.862745	-055.34 nA
0.866667	0.866667	-055.74 nA
0.870588	0.870588	-056.05 nA
0.87451	0.87451	-056.45 nA
0.878431	0.878431	-056.85 nA
0.882353	0.882353	-057.23 nA
0.886275	0.886275	-057.63 nA
0.890196	0.890196	-058.02 nA
0.894118	0.894118	-058.39 nA
0.898039	0.898039	-058.75 nA
0.901961	0.901961	-059.12 nA
0.905882	0.905882	-059.55 nA
0.909804	0.909804	-059.97 nA
0.913725	0.913725	-060.30 nA
0.917647	0.917647	-060.71 nA
0.921569	0.921569	-061.08 nA
0.92549	0.92549	-061.49 nA
0.929412	0.929412	-061.91 nA
0.933333	0.933333	-062.31 nA
0.937255	0.937255	-062.67 nA
0.941176	0.941176	-063.14 nA
0.945098	0.945098	-063.56 nA
0.94902	0.94902	-063.92 nA
0.952941	0.952941	-064.39 nA
0.956863	0.956863	-064.85 nA
0.960784	0.960784	-065.22 nA
0.964706	0.964706	-065.66 nA
0.968627	0.968627	-066.03 nA
0.972549	0.972549	-066.46 nA
0.976471	0.976471	-066.87 nA
0.980392	0.980392	-067.31 nA
0.984314	0.984314	-067.71 nA
0.988235	0.988235	-068.11 nA
0.992157	0.992157	-068.52 nA
0.996078	0.996078	-068.93 nA
1	1	-069.33 nA
