197.23885965,-0.00223460
197.43862182,-0.00274169
197.63840280,-0.00113824
197.83820260,0.00157924
198.03802121,-0.00000449
198.23785862,0.00254746
198.43771483,-0.00171975
198.63758983,0.00164186
198.83748363,0.00001529
199.03739621,0.00404769
199.23732758,0.00017415
199.43727773,0.00010028
199.63724665,-0.00021327
199.83723433,0.00190337
200.03724079,0.00006986
200.23726600,-0.00004560
200.43730997,0.00151513
200.63737270,0.00286249
200.83745417,-0.00147115
201.03755438,0.00159979
201.23767334,-0.00056763
201.43781103,0.00036093
201.63796745,0.00192276
201.83814259,0.00089151
202.03833646,0.00003644
202.23854905,0.00171653
202.43878034,-0.00482682
202.63903035,-0.00333642
202.83929906,-0.00277519
203.03958648,0.00090411
203.23989258,-0.00407421
203.44021738,0.00391037
203.64056087,-0.00044307
203.84092304,0.00356989
204.04130389,-0.00011633
204.24170341,0.00453561
204.44212161,-0.00290065
204.64255846,0.00236166
204.84301398,0.00134177
205.04348816,-0.00054546
205.24398099,-0.00267147
205.44449247,0.00109331
205.64502259,0.00052752
205.84557135,-0.00067003
206.04613875,-0.00217094
206.24672477,-0.00036545
206.44732943,-0.00395058
206.64795270,0.00007944
206.84859460,-0.00108843
207.04925511,-0.00186705
207.24993422,0.00031896
207.45063194,0.00320365
207.65134827,-0.00054646
207.85208319,-0.00013794
208.05283670,-0.00274216
208.25360879,0.00370321
208.45439948,-0.00021373
208.65520874,0.00300746
208.85603657,0.00127740
209.05688298,0.00243264
209.25774795,-0.00273397
209.45863148,-0.00138893
209.65953357,0.00177732
209.86045421,0.00291113
210.06139340,0.00072444
210.26235114,0.00184046
210.46332742,0.00175739
210.66432223,0.00230796
210.86533557,-0.00269324
211.06636744,0.00423686
211.26741783,-0.00049325
211.46848674,-0.00054559
211.66957417,0.00270200
211.87068010,0.00125804
212.07180454,0.00117323
212.27294748,0.00210003
212.47410892,-0.00410921
212.67528885,0.00286157
212.87648727,-0.00272048
213.07770417,-0.00073300
213.27893955,-0.00029785
213.48019340,-0.00192934
213.68146573,0.00090219
213.88275652,0.00255848
214.08406577,-0.00027585
214.28539348,0.00034177
214.48673965,-0.00220060
214.68810426,0.00209961
214.88948732,-0.00050478
215.09088882,0.00034203
215.29230875,-0.00209702
215.49374712,0.00247435
215.69520391,-0.00108862
215.89667913,0.00015163
216.09817277,-0.00407618
216.29968481,0.00126629
216.50121527,-0.00119281
216.70276414,0.00180018
216.90433141,0.00050776
217.10591707,0.00247302
217.30752112,-0.00196302
217.50914357,0.00138481
217.71078440,-0.00317865
217.91244360,0.00299536
218.11412119,-0.00152579
218.31581714,0.00175714
218.51753146,-0.00307556
218.71926414,0.00062109
218.92101519,0.00024427
219.12278458,-0.00022063
219.32457232,-0.00226387
219.52637841,0.00016129
219.72820284,0.00016006
219.93004561,-0.00136589
220.13190671,-0.00013997
220.33378613,0.00201665
220.53568388,-0.00238082
220.73759995,-0.00001253
220.93953433,0.00006953
221.14148702,0.00024614
221.34345802,-0.00371282
221.54544732,0.00340396
221.74745492,-0.00082567
221.94948081,0.00180731
222.15152499,-0.00050531
222.35358745,0.00165327
222.55566819,-0.00001274
222.75776721,0.00072411
222.95988450,-0.00144256
223.16202006,0.00094572
223.36417388,-0.00178170
223.56634596,0.00101655
223.76853629,0.00395098
223.97074487,0.00092381
224.17297170,-0.00392901
224.37521677,0.00430787
224.57748007,0.00036861
224.77976161,-0.00053440
224.98206137,0.00227693
225.18437936,0.00353651
225.38671557,0.00020319
225.58906999,0.00152853
225.79144263,-0.00099161
